Approach,Generation,Replication,Proportion of Desirable Alleles,Phenotypic Value,Inbreeding
GEBV Selection,0,28,0.49959,5.26496286,0.006222058447467282
GEBV Selection,1,28,0.49606000000000006,5.21991768,0.14014936789135718
GEBV Selection,2,28,0.4909,4.9416005,0.23643795339155643
GEBV Selection,3,28,0.449,3.8013142,0.9206487146132554
GEBV Selection,4,28,0.6789,6.5130126,-
GEBV Selection,0,29,0.49981,5.38626275,0.028571596821763367
GEBV Selection,1,29,0.48342,5.28967826,0.01268244287501393
GEBV Selection,2,29,0.492,4.6141862,0.28575958715621197
GEBV Selection,3,29,0.5001,4.7498706,0.7575584812615581
GEBV Selection,4,29,0.6665,6.7115674,-
GEBV Selection,0,30,0.498655,5.11163334,0.007802718207477796
GEBV Selection,1,30,0.51373,4.89201918,0.1352493336085589
GEBV Selection,2,30,0.628,5.4711868,0.6917088408935667
GEBV Selection,3,30,0.5361,4.8163196,1.4603879927564176
GEBV Selection,4,30,0.6851,6.3540808,-
