Approach,Generation,Replication,Proportion of Desirable Alleles,Phenotypic Value,Inbreeding
GEBV Selection,2,27,0.612325,26.3942578,0.4343840893388232
GEBV Selection,3,27,0.6296,24.388275,0.8263636246654537
GEBV Selection,4,27,0.62995,23.149125,-
GEBV Selection,0,28,0.5002737500000001,19.12065471,0.006222058447467282
GEBV Selection,1,28,0.5952625,23.61266916,0.14014936789135718
GEBV Selection,2,28,0.6068875,25.1365712,0.23643795339155643
GEBV Selection,3,28,0.6277250000000001,25.6655848,0.9206487146132554
GEBV Selection,4,28,0.61795,26.1316982,-
GEBV Selection,0,29,0.5008325,17.65017629,0.028571596821763367
GEBV Selection,1,29,0.57295,21.87628808,0.01268244287501393
GEBV Selection,2,29,0.603475,27.0537343,0.28575958715621197
GEBV Selection,3,29,0.6078,23.1152726,0.7575584812615581
GEBV Selection,4,29,0.588425,23.2964158,-
GEBV Selection,0,30,0.50096,17.42051894,0.007802718207477796
GEBV Selection,1,30,0.62479,23.51651172,0.1352493336085589
GEBV Selection,2,30,0.616275,24.3103205,0.6917088408935667
GEBV Selection,3,30,0.617875,27.4897996,1.4603879927564176
GEBV Selection,4,30,0.644775,25.890604,-
